chrom1,start1,end1,chrom2,start2,end2,name,Zscore,strand1,strand2
chr1,6594264,6597173,chr1,6770719,6775086,517,1.78e-09,.,.
chr1,6594495,6597917,chr1,6682328,6685963,518,1.66e-10,.,.
chr1,6637346,6640647,chr1,6642879,6645792,519,1e-10,.,.
chr1,6645968,6652627,chr1,6656871,6662765,520,1e-10,.,.
chr1,6680744,6692037,chr1,6762863,6769777,523,1e-10,.,.
chr1,6681575,6686115,chr1,6708011,6711362,524,1e-10,.,.
chr1,6682536,6685974,chr1,6692080,6695234,525,1e-10,.,.
chr1,6702823,6706170,chr1,6708675,6711327,526,1e-10,.,.
chr1,6725642,6729222,chr1,6765855,6768658,527,1e-10,.,.
chr1,6735235,6737828,chr1,6766183,6771007,528,1e-10,.,.
chr1,6741363,6747466,chr1,6764909,6769716,529,1e-10,.,.
chr1,6765793,6768898,chr1,6945211,6947346,531,1e-10,.,.
chr1,6766215,6768452,chr1,6799682,6801586,532,1e-10,.,.
chr1,6766353,6770453,chr1,6796781,6798971,533,1e-10,.,.
chr1,6783304,6786681,chr1,6791182,6793147,535,1e-10,.,.
chr1,6788352,6792261,chr1,6794603,6797003,536,1e-10,.,.
chr1,6792286,6795074,chr1,6802146,6805957,537,1e-10,.,.
chr1,6804836,6808069,chr1,6826590,6829263,538,1e-10,.,.
chr1,6815933,6819438,chr1,6840097,6843965,540,1e-10,.,.
chr1,6817761,6820073,chr1,6826435,6829233,541,1e-10,.,.
chr1,6842111,6844402,chr1,6849373,6853043,543,1e-10,.,.
chr1,6855424,6858258,chr1,6866088,6868128,545,1e-10,.,.
chr1,6858584,6862211,chr1,6866428,6868186,546,1e-10,.,.
chr1,6865666,6869785,chr1,6872513,6874296,547,1e-10,.,.
chr1,6873018,6876401,chr1,6879706,6882710,548,1e-10,.,.
chr1,6904770,6908074,chr1,6912949,6916279,551,1e-10,.,.
chr1,6919530,6923277,chr1,6930749,6933238,553,1e-10,.,.
chr1,6927225,6931146,chr1,6939180,6942261,554,1e-10,.,.
chr1,6936365,6938600,chr1,6953859,6957018,556,1e-10,.,.
chr1,6950003,6952976,chr1,6956540,6959237,558,1e-10,.,.
chr1,7033032,7037125,chr1,7038560,7042398,562,1e-10,.,.
chr1,7042684,7046365,chr1,7047752,7051015,563,1e-10,.,.
chr1,7119304,7121954,chr1,7125716,7129401,565,1e-10,.,.
chr1,7201471,7205379,chr1,7208375,7210686,567,1e-10,.,.
chr1,7417791,7422083,chr1,7426203,7429779,569,1e-10,.,.
chr1,7428351,7431837,chr1,7434162,7436882,570,1e-10,.,.
chr1,7432131,7435109,chr1,7436793,7440303,571,1e-10,.,.
chr1,7434599,7437560,chr1,7441340,7444137,572,1e-10,.,.
chr1,7514190,7519006,chr1,7520377,7525591,575,1e-10,.,.
chr1,7545554,7548520,chr1,7557157,7560052,576,1e-10,.,.
chr1,7597881,7600515,chr1,7615005,7618236,577,1e-10,.,.
chr1,7622004,7625208,chr1,7627776,7630134,578,1e-10,.,.
chr1,7649027,7652043,chr1,7733766,7736622,581,1e-10,.,.
chr1,7649181,7653150,chr1,7752532,7755133,582,1e-10,.,.
chr1,7650127,7653820,chr1,7659188,7663030,583,1e-10,.,.
chr1,7650484,7652985,chr1,7942567,7945763,584,1.04e-10,.,.
chr1,7650775,7653986,chr1,7761317,7766120,585,1e-10,.,.
chr1,7661507,7663882,chr1,7673527,7675908,586,1e-10,.,.
chr1,7666974,7669481,chr1,7685043,7687332,587,1e-10,.,.
chr1,7671429,7675646,chr1,7685571,7688311,588,1e-10,.,.
chr1,7672936,7675940,chr1,7688741,7691644,589,1e-10,.,.
chr1,7692757,7696756,chr1,7745669,7748715,592,1e-10,.,.
chr1,7700238,7703873,chr1,7705432,7710220,593,1e-10,.,.
chr1,7713643,7717942,chr1,7718990,7722308,594,1e-10,.,.
chr1,7742014,7746710,chr1,7765089,7768596,597,1e-10,.,.
chr1,7751261,7754870,chr1,7936852,7939624,599,4.6e-10,.,.
chr1,7751573,7755600,chr1,7807293,7812460,600,1e-10,.,.
chr1,7752876,7755405,chr1,7943808,7945717,601,2.43e-09,.,.
chr1,7763726,7765718,chr1,7792953,7795949,602,1e-10,.,.
chr1,7764315,7766951,chr1,7931247,7934543,603,1e-10,.,.
chr1,7765168,7767672,chr1,7788944,7791720,605,1e-10,.,.
chr1,7765183,7770461,chr1,7776847,7782451,606,1e-10,.,.
chr1,7766227,7769089,chr1,7785474,7788736,607,1e-10,.,.
chr1,7773662,7777823,chr1,7778864,7782471,608,1e-10,.,.
chr1,7775659,7780633,chr1,7783182,7787345,609,1e-10,.,.
chr1,7782788,7786756,chr1,7788223,7791611,610,1e-10,.,.
chr1,7788101,7792927,chr1,7806021,7809920,611,1e-10,.,.
chr1,7789828,7791911,chr1,7799648,7802822,613,1e-10,.,.
chr1,7812701,7815013,chr1,7826214,7829192,616,1e-10,.,.
chr1,7816188,7821029,chr1,7823951,7826104,617,1e-10,.,.
chr1,7822488,7824863,chr1,7827753,7831791,618,1e-10,.,.
chr1,7825841,7829306,chr1,7834801,7836572,619,1e-10,.,.
chr1,7840160,7843122,chr1,7844708,7848524,620,1e-10,.,.
chr1,7850510,7853759,chr1,7855308,7858762,621,1e-10,.,.
chr1,7906608,7911687,chr1,7913761,7917203,622,1e-10,.,.
chr1,7912883,7915691,chr1,7921854,7925936,623,1e-10,.,.
chr1,7917240,7920409,chr1,7942563,7946730,624,1e-10,.,.
chr1,7922061,7924233,chr1,7928654,7932550,625,1e-10,.,.
chr1,7922503,7925722,chr1,7942028,7945516,626,1e-10,.,.
chr1,7926577,7928854,chr1,7943530,7946082,627,1e-10,.,.
chr1,7929358,7932013,chr1,7942497,7945545,628,1e-10,.,.
chr1,7929920,7933001,chr1,7935076,7939084,629,1e-10,.,.
chr1,7942608,7945907,chr1,8333785,8338352,631,1e-10,.,.
chr1,7942881,7945888,chr1,7998545,8001208,632,2.02e-10,.,.
chr1,7943315,7947286,chr1,7983914,7989737,633,1e-10,.,.
chr1,7955831,7958394,chr1,8329154,8333102,634,1e-10,.,.
chr1,7956475,7959703,chr1,7999634,8004827,635,1e-10,.,.
chr1,7957376,7959767,chr1,8006706,8008961,636,1e-10,.,.
chr1,7963397,7967306,chr1,7998998,8000693,637,1e-10,.,.
chr1,7985822,7990620,chr1,8007404,8010429,639,1e-10,.,.
chr1,8007294,8010419,chr1,8165340,8166897,641,1e-10,.,.
chr1,8007577,8012194,chr1,8296504,8300730,642,1e-10,.,.
chr1,8007590,8012488,chr1,8013624,8021250,643,1e-10,.,.
chr1,8020129,8023686,chr1,8034299,8037181,644,1e-10,.,.
chr1,8069364,8072453,chr1,8077557,8079617,645,1e-10,.,.
chr1,8075453,8079306,chr1,8083316,8086783,647,1e-10,.,.
chr1,8095541,8099007,chr1,8101171,8103920,648,1e-10,.,.
chr1,8102909,8105418,chr1,8129006,8131825,650,1e-10,.,.
chr1,8103808,8105572,chr1,8126439,8128799,651,1e-10,.,.
chr1,8121620,8124137,chr1,8128796,8132113,652,1e-10,.,.
chr1,8153307,8156171,chr1,8179283,8182205,653,1e-10,.,.
chr1,8161170,8163735,chr1,8176420,8179379,654,1e-10,.,.
chr1,8169658,8174031,chr1,8176595,8180407,655,1e-10,.,.
chr1,8218144,8222642,chr1,8224400,8227902,658,1e-10,.,.
chr1,8282682,8287509,chr1,8298456,8301928,659,1e-10,.,.
chr1,8284410,8287004,chr1,8294218,8297368,660,1e-10,.,.
chr1,8293072,8296510,chr1,8298547,8301288,661,1e-10,.,.
chr1,8306727,8309897,chr1,8330084,8332197,662,1e-10,.,.
chr1,8354475,8357857,chr1,8369235,8371396,665,1e-10,.,.
chr1,8377816,8380771,chr1,8385324,8387956,667,1e-10,.,.
chr1,8404483,8407580,chr1,8684281,8687690,669,1e-10,.,.
chr1,8420834,8422926,chr1,8425621,8429606,670,1e-10,.,.
chr1,8446278,8448894,chr1,8451932,8455299,672,1e-10,.,.
chr1,8476638,8480654,chr1,8484326,8489575,674,1e-10,.,.
chr1,8499926,8503125,chr1,8525422,8528066,678,1e-10,.,.
chr1,8502565,8505445,chr1,8847453,8849945,679,8.24e-10,.,.
chr1,8509020,8510919,chr1,8522072,8524595,680,1e-10,.,.
chr1,8516205,8518997,chr1,8523439,8527001,682,1e-10,.,.
chr1,8520178,8525352,chr1,8534653,8536332,684,1e-10,.,.
chr1,8535173,8537572,chr1,8859658,8862299,687,2.86e-10,.,.
chr1,8543357,8546819,chr1,8553857,8556412,688,1e-10,.,.
chr1,8543584,8546021,chr1,8848866,8851460,689,1.09e-09,.,.
chr1,8612312,8616604,chr1,8684257,8686775,694,1e-10,.,.
chr1,8615159,8618513,chr1,8622136,8626001,695,1e-10,.,.
chr1,8622126,8626857,chr1,8628333,8630473,696,1e-10,.,.
chr1,8629688,8631392,chr1,8640521,8643136,697,1e-10,.,.
chr1,8633603,8639469,chr1,8640515,8645517,698,1e-10,.,.
chr1,8678848,8682853,chr1,8796932,8802068,702,1e-10,.,.
chr1,8682260,8687018,chr1,8824338,8828434,703,1e-10,.,.
chr1,8682428,8685832,chr1,8766790,8769535,704,1e-10,.,.
chr1,8683458,8686170,chr1,8772133,8774185,705,1.4e-09,.,.
chr1,8684001,8687115,chr1,8861744,8864183,706,1.58e-08,.,.
chr1,8684230,8685981,chr1,8713133,8715665,707,1e-10,.,.
chr1,8684667,8687994,chr1,8703332,8705918,708,1e-10,.,.
chr1,8685139,8687483,chr1,8699362,8701836,709,1e-10,.,.
chr1,8719827,8723667,chr1,8730265,8737289,712,1e-10,.,.
chr1,8728560,8732438,chr1,8734817,8738710,713,1e-10,.,.
chr1,8738002,8742796,chr1,8800270,8802829,715,1e-10,.,.
chr1,8749683,8752983,chr1,8799113,8802871,717,1e-10,.,.
chr1,8755117,8758914,chr1,8800003,8804312,718,1e-10,.,.
chr1,8757205,8761216,chr1,8856058,8859091,719,2.45e-09,.,.
chr1,8760954,8764357,chr1,8798898,8801080,720,1e-10,.,.
chr1,8762771,8776643,chr1,8858093,8863584,721,1e-10,.,.
chr1,8769795,8777484,chr1,8794158,8801943,722,1e-10,.,.
chr1,8772075,8774727,chr1,8848825,8850819,724,1.44e-08,.,.
chr1,8773866,8777031,chr1,8789130,8791701,725,1e-10,.,.
chr1,8778755,8782045,chr1,8851112,8853060,727,3.88e-10,.,.
chr1,8790419,8793525,chr1,8859848,8863048,728,1.84e-08,.,.
chr1,8795197,8802664,chr1,8858386,8864174,729,1e-10,.,.
chr1,8796514,8805198,chr1,8830556,8841441,730,1e-10,.,.
chr1,8796960,8802145,chr1,8853595,8858181,731,1e-10,.,.
chr1,8797188,8804821,chr1,8842007,8847665,732,1e-10,.,.
chr1,8798003,8802566,chr1,8824367,8830036,733,1e-10,.,.
chr1,8817265,8820884,chr1,8824553,8828250,734,1e-10,.,.
chr1,8848994,8852517,chr1,9156134,9158111,736,1e-10,.,.
chr1,8850296,8853679,chr1,8986434,8988213,737,6.85e-10,.,.
chr1,8850456,8854110,chr1,8926737,8929978,738,1.33e-09,.,.
chr1,8850632,8853604,chr1,8964878,8968163,739,2.59e-10,.,.
chr1,8850963,8854049,chr1,9010160,9014064,740,1e-10,.,.
chr1,8851173,8855067,chr1,8932687,8934846,741,1.2e-10,.,.
chr1,8852664,8855855,chr1,8908001,8910558,742,3.24e-10,.,.
chr1,8854837,8858634,chr1,8986364,8990659,743,1e-10,.,.
chr1,8859119,8861178,chr1,8985941,8989021,744,5.88e-10,.,.
chr1,8859167,8861355,chr1,9051632,9053277,745,1e-10,.,.
chr1,8859251,8862277,chr1,8969074,8972904,746,1e-10,.,.
chr1,8860888,8863120,chr1,8991107,8994345,747,3.87e-09,.,.
chr1,8861276,8864248,chr1,9215869,9217651,748,1.84e-08,.,.
chr1,8977815,8981184,chr1,8985758,8990768,750,1e-10,.,.
chr1,9035374,9038772,chr1,9041007,9045879,752,1e-10,.,.
chr1,9103046,9105943,chr1,9109136,9111786,754,1e-10,.,.
chr1,9130502,9133480,chr1,9163721,9167347,756,1e-10,.,.
chr1,9164676,9167813,chr1,9171017,9174204,758,1e-10,.,.
chr1,9197527,9201132,chr1,9217193,9218980,760,1e-10,.,.
chr1,9216050,9219402,chr1,9245686,9251633,762,1e-10,.,.
chr1,9216724,9220157,chr1,9262060,9264815,763,1e-10,.,.
chr1,9222369,9226038,chr1,9244335,9246717,764,1e-10,.,.
chr1,9242084,9245998,chr1,9247262,9250956,766,1e-10,.,.
chr1,9246538,9249278,chr1,9254034,9256373,767,1e-10,.,.
chr1,9247625,9250277,chr1,9270785,9273896,768,1e-10,.,.
chr1,9249997,9253293,chr1,9436957,9440074,769,1e-10,.,.
chr1,9285473,9289526,chr1,9292896,9295262,773,1e-10,.,.
chr1,9287648,9290640,chr1,9301070,9303715,774,1e-10,.,.
chr1,9291965,9296646,chr1,9298177,9302838,775,1e-10,.,.
chr1,9319587,9322112,chr1,9337132,9340877,777,1e-10,.,.
chr1,9329922,9332834,chr1,9337129,9339776,780,1e-10,.,.
chr1,9361813,9363721,chr1,9368806,9372682,782,1e-10,.,.
chr1,9379415,9382421,chr1,9384736,9387618,784,1e-10,.,.
chr1,9382569,9385762,chr1,9402603,9406007,785,1e-10,.,.
chr1,9393371,9398448,chr1,9410283,9414339,786,1e-10,.,.
chr1,9409144,9414509,chr1,9420545,9423916,787,1e-10,.,.
chr1,9410565,9413351,chr1,9435261,9437644,789,1e-10,.,.
chr1,9495320,9498572,chr1,9501073,9503786,791,1e-10,.,.
chr1,9502837,9506924,chr1,9508484,9512945,792,1e-10,.,.
chr1,9520368,9525874,chr1,9569186,9577963,795,1e-10,.,.
chr1,9550791,9553607,chr1,9560442,9563090,796,1e-10,.,.
chr1,9570291,9572856,chr1,9701974,9705404,799,5.89e-10,.,.
chr1,9571272,9574110,chr1,9607657,9609690,800,1e-10,.,.
chr1,9598316,9601828,chr1,9607815,9611511,801,1e-10,.,.
chr1,9608318,9611573,chr1,9614593,9617987,802,1e-10,.,.
chr1,9608448,9611431,chr1,9699420,9701818,803,1e-10,.,.
chr1,9609073,9612491,chr1,9665915,9671910,804,1e-10,.,.
chr1,9611785,9614261,chr1,9703030,9705510,805,1e-10,.,.
chr1,9611835,9615224,chr1,9634490,9638110,806,1e-10,.,.
chr1,9616779,9618864,chr1,9634566,9637095,807,1e-10,.,.
chr1,9619194,9622517,chr1,9631314,9635667,808,1e-10,.,.
chr1,9624367,9627800,chr1,9633741,9637089,809,1e-10,.,.
chr1,9634798,9637412,chr1,9698088,9701587,811,1e-10,.,.
chr1,9635165,9640485,chr1,9668383,9672563,812,1e-10,.,.
chr1,9638865,9642044,chr1,9699150,9701982,813,1e-10,.,.
chr1,9639201,9643088,chr1,9652466,9656833,814,1e-10,.,.
chr1,9668726,9672248,chr1,9682564,9684888,818,1e-10,.,.
chr1,9668728,9674389,chr1,9697621,9706790,819,1e-10,.,.
chr1,9674196,9676683,chr1,9681249,9682937,821,1e-10,.,.
chr1,9677110,9680401,chr1,9699735,9702760,822,1e-10,.,.
chr1,9681105,9683592,chr1,9699512,9702818,823,1e-10,.,.
chr1,9698940,9702000,chr1,9891911,9894920,826,5.17e-09,.,.
chr1,9703973,9707954,chr1,9846989,9850224,827,1e-10,.,.
chr1,9731082,9734207,chr1,9739734,9741862,830,1e-10,.,.
chr1,9755317,9758041,chr1,9760403,9763715,831,1e-10,.,.
chr1,9756916,9759361,chr1,9787806,9792357,832,1e-10,.,.
chr1,9757861,9760442,chr1,9828367,9831402,833,1e-10,.,.
chr1,9773450,9776664,chr1,9859731,9862666,834,1e-10,.,.
chr1,9781312,9783443,chr1,9791561,9793645,835,1e-10,.,.
chr1,9789729,9796368,chr1,9801345,9809705,836,1e-10,.,.
chr1,9803939,9807760,chr1,9844581,9847631,837,1e-10,.,.
chr1,9804394,9809742,chr1,9924005,9927484,838,1e-10,.,.
chr1,9804876,9807417,chr1,9829971,9833446,840,1e-10,.,.
chr1,9805083,9809028,chr1,9821940,9828965,841,1e-10,.,.
chr1,9808546,9810557,chr1,9815981,9819950,842,1e-10,.,.
chr1,9813885,9819034,chr1,9821280,9824927,843,1e-10,.,.
chr1,9827274,9829703,chr1,9840473,9843776,845,1e-10,.,.
chr1,9829936,9836677,chr1,9842461,9849127,847,1e-10,.,.
chr1,9851194,9855452,chr1,10014440,10017744,849,1e-10,.,.
chr1,9854300,9857454,chr1,9890046,9892455,851,1e-10,.,.
chr1,9856283,9860305,chr1,10012770,10016041,852,1e-10,.,.
chr1,9856718,9859660,chr1,9872576,9877246,853,1e-10,.,.
chr1,9863064,9865944,chr1,9890494,9894819,854,1e-10,.,.
chr1,9864896,9867029,chr1,9885975,9889669,855,1e-10,.,.
chr1,9865872,9867947,chr1,9882392,9884909,857,1e-10,.,.
chr1,9871417,9873723,chr1,9887592,9890342,858,1e-10,.,.
chr1,9874464,9878352,chr1,9890136,9895521,859,1e-10,.,.
chr1,9882224,9884744,chr1,9923584,9927332,861,1e-10,.,.
chr1,9888729,9891685,chr1,9918179,9920531,862,1e-10,.,.
chr1,9890630,9897412,chr1,9923795,9931186,864,1e-10,.,.
chr1,9890643,9893626,chr1,9941545,9944678,865,1e-10,.,.
chr1,9891608,9895807,chr1,10014515,10018172,866,1e-10,.,.
chr1,9891619,9894801,chr1,9914584,9917847,867,1e-10,.,.
chr1,9892773,9895051,chr1,9932222,9934593,868,1e-10,.,.
chr1,9904922,9909014,chr1,9925849,9927599,869,1e-10,.,.
chr1,9911263,9913933,chr1,9931795,9934091,872,1e-10,.,.
chr1,9923279,9928143,chr1,10020618,10026613,873,1e-10,.,.
chr1,9923881,9929503,chr1,10012756,10019058,874,1e-10,.,.
chr1,9923943,9927191,chr1,10379547,10383236,875,1e-10,.,.
chr1,9925627,9928832,chr1,9937089,9939904,877,1e-10,.,.
chr1,9982432,9984930,chr1,9990027,9993797,878,1e-10,.,.
chr1,10029156,10031447,chr1,10040452,10043712,881,1e-10,.,.
chr1,10030585,10032669,chr1,10036696,10040134,882,1e-10,.,.
chr1,10045854,10050227,chr1,10058147,10061324,884,1e-10,.,.
chr1,10047846,10052187,chr1,10053194,10057485,885,1e-10,.,.
chr1,10082044,10084836,chr1,10088529,10091880,886,1e-10,.,.
chr1,10098241,10100787,chr1,10102190,10106247,888,1e-10,.,.
chr1,10191417,10194588,chr1,10277715,10281257,894,1e-10,.,.
chr1,10191617,10194788,chr1,10379617,10384706,895,1e-10,.,.
chr1,10198824,10200997,chr1,10219903,10222760,896,1e-10,.,.
chr1,10211271,10213496,chr1,10217039,10219727,897,1e-10,.,.
chr1,10236459,10239999,chr1,10243691,10246782,898,1e-10,.,.
chr1,10241768,10245202,chr1,10250390,10252894,899,1e-10,.,.
chr1,10284509,10287670,chr1,10320666,10323600,902,1e-10,.,.
chr1,10303472,10308075,chr1,10310210,10314543,903,1e-10,.,.
chr1,10311193,10314864,chr1,10318099,10321494,904,1e-10,.,.
chr1,10340238,10342929,chr1,10346461,10349578,907,1e-10,.,.
chr1,10342510,10345782,chr1,10396859,10399104,908,1e-10,.,.
chr1,10351488,10356555,chr1,10357760,10363532,909,1e-10,.,.
chr1,10351869,10355758,chr1,10410906,10413665,910,1e-10,.,.
chr1,10358234,10361732,chr1,10379858,10383222,911,1e-10,.,.
chr1,10358404,10364382,chr1,10409590,10413938,912,1e-10,.,.
chr1,10358671,10361178,chr1,10397590,10400511,913,1e-10,.,.
chr1,10359844,10363432,chr1,10364620,10367962,914,1e-10,.,.
chr1,10362836,10366302,chr1,10379497,10383266,915,1e-10,.,.
chr1,10366749,10369086,chr1,10381502,10383635,916,1e-10,.,.
chr1,10369537,10375103,chr1,10378404,10384792,917,1e-10,.,.
chr1,10372107,10374372,chr1,10392635,10395706,918,1e-10,.,.
chr1,10379474,10384209,chr1,10453758,10459547,920,1e-10,.,.
chr1,10403411,10405306,chr1,10453823,10456733,921,1e-10,.,.
chr1,10405711,10407968,chr1,10410359,10413886,922,1e-10,.,.
chr1,10410595,10418957,chr1,10453710,10459686,923,1e-10,.,.
chr1,10410821,10416951,chr1,10475457,10481830,924,1e-10,.,.
chr1,10411621,10417352,chr1,10429774,10435503,925,1e-10,.,.
chr1,10411924,10415237,chr1,10471705,10474691,927,1e-10,.,.
chr1,10412463,10414597,chr1,10438843,10441897,928,1e-10,.,.
chr1,10420357,10422674,chr1,10448347,10451470,929,1e-10,.,.
chr1,10421350,10424868,chr1,10429870,10434751,930,1e-10,.,.
chr1,10425342,10427717,chr1,10440602,10443511,931,1e-10,.,.
chr1,10426795,10429206,chr1,10436339,10438998,932,1e-10,.,.
chr1,10431190,10433727,chr1,10451823,10455977,934,1e-10,.,.
chr1,10457515,10459798,chr1,10490331,10491911,937,1e-10,.,.
chr1,10469638,10477372,chr1,10480207,10486769,938,1e-10,.,.
chr1,10478174,10480904,chr1,10484241,10486987,939,1e-10,.,.
chr1,10491130,10493595,chr1,10505109,10507923,941,1e-10,.,.
chr1,10500119,10503184,chr1,10512400,10516461,943,1e-10,.,.
chr1,10510716,10514749,chr1,10520969,10522532,945,1e-10,.,.
chr1,10510722,10514592,chr1,10536087,10538471,946,1e-10,.,.
chr1,10511807,10515161,chr1,10518585,10520880,947,1e-10,.,.
chr1,10531274,10534777,chr1,10539546,10543905,950,1e-10,.,.
chr1,10539308,10544542,chr1,10545889,10550485,952,1e-10,.,.
chr1,10544668,10546972,chr1,10559896,10563329,953,1e-10,.,.
chr1,10567471,10570780,chr1,10577403,10581761,955,1e-10,.,.
chr1,10577610,10580480,chr1,10587636,10591108,956,1e-10,.,.
chr1,10591737,10595280,chr1,10599005,10601019,959,1e-10,.,.
chr1,10607775,10611334,chr1,10617952,10622620,961,1e-10,.,.
chr1,10611919,10614775,chr1,10618746,10622294,962,1e-10,.,.
chr1,10628337,10631310,chr1,10654455,10657193,965,1e-10,.,.
chr1,10635017,10637171,chr1,10653974,10656618,967,1e-10,.,.
chr1,10671801,10674793,chr1,10775659,10778375,971,1e-10,.,.
chr1,10675357,10678920,chr1,10718184,10719908,972,1e-10,.,.
chr1,10675937,10679477,chr1,10715121,10717690,973,1e-10,.,.
chr1,10678307,10680221,chr1,10705375,10707875,974,1e-10,.,.
chr1,10689797,10692649,chr1,10696544,10699316,976,1e-10,.,.
chr1,10708262,10711674,chr1,10715523,10719916,979,1e-10,.,.
chr1,10728650,10732294,chr1,10734418,10738159,981,1e-10,.,.
chr1,10729822,10732468,chr1,10738569,10741587,982,1e-10,.,.
chr1,10768578,10770810,chr1,10792416,10795088,986,1e-10,.,.
chr1,10782135,10784690,chr1,10794986,10796858,987,1e-10,.,.
chr1,10784899,10787755,chr1,10794996,10799137,988,1e-10,.,.
chr1,10790122,10794438,chr1,10800996,10804737,989,1e-10,.,.
chr1,10790628,10793498,chr1,10796163,10799180,990,1e-10,.,.
chr1,10796695,10798809,chr1,10803638,10805758,991,1e-10,.,.
chr1,10799453,10801771,chr1,10812053,10814492,992,1e-10,.,.
chr1,10810009,10814005,chr1,10815520,10818686,993,1e-10,.,.
chr1,10818202,10821323,chr1,10846400,10850894,994,1e-10,.,.
chr1,10818367,10821268,chr1,10829207,10831017,995,1e-10,.,.
chr1,10822458,10825583,chr1,10829702,10832124,996,1e-10,.,.
chr1,10830851,10833480,chr1,10841480,10845137,997,1e-10,.,.
chr1,10834823,10838078,chr1,10839272,10843421,998,1e-10,.,.
chr1,10848553,10853042,chr1,10854991,10860182,1001,1e-10,.,.
chr1,10853426,10856179,chr1,10861678,10864439,1002,1e-10,.,.
chr1,10871099,10876434,chr1,10877661,10883320,1004,1e-10,.,.
chr1,10877785,10880753,chr1,10883794,10887883,1005,1e-10,.,.
chr1,10881839,10886795,chr1,10887924,10892275,1006,1e-10,.,.
chr1,10914768,10917466,chr1,10922740,10926692,1008,1e-10,.,.
chr1,10918471,10920164,chr1,10924721,10927849,1009,1e-10,.,.
chr1,10921449,10924420,chr1,11890203,11892934,1010,1.65e-06,.,.
chr1,10939466,10942221,chr1,10945009,10949257,1012,1e-10,.,.
chr1,10940724,10944189,chr1,11006021,11009243,1013,1e-10,.,.
chr1,10944063,10946960,chr1,10952849,10954891,1014,1e-10,.,.
chr1,10964823,10967494,chr1,10994200,10996828,1015,1e-10,.,.
chr1,10993919,10997674,chr1,11024593,11028425,1018,1e-10,.,.
chr1,10994485,10997234,chr1,11041468,11045625,1019,1e-10,.,.
chr1,11006011,11009968,chr1,11035385,11039047,1020,1e-10,.,.
chr1,11007131,11008865,chr1,11041454,11043476,1021,4.2e-10,.,.
chr1,11007857,11011642,chr1,11024922,11028226,1022,1e-10,.,.
chr1,11010434,11015736,chr1,11042221,11045651,1023,1e-10,.,.
chr1,11012185,11016925,chr1,11025434,11028324,1024,1e-10,.,.
chr1,11017696,11020475,chr1,11889285,11892169,1026,1.77e-09,.,.
chr1,11034472,11037717,chr1,11079144,11082650,1027,1e-10,.,.
chr1,11038919,11044931,chr1,11078388,11084613,1028,1e-10,.,.
chr1,11040476,11044935,chr1,11889596,11893953,1029,1e-10,.,.
chr1,11040570,11045166,chr1,11102055,11108853,1030,1e-10,.,.
chr1,11041254,11044985,chr1,11254437,11258416,1031,1e-10,.,.
chr1,11041528,11044739,chr1,11623156,11627256,1032,1e-10,.,.
chr1,11041601,11044379,chr1,11243664,11246285,1033,3.72e-09,.,.
chr1,11041623,11043443,chr1,11743328,11746938,1034,6.12e-10,.,.
chr1,11048224,11050738,chr1,11070801,11073225,1035,1e-10,.,.
chr1,11055418,11058098,chr1,11068721,11071640,1036,1e-10,.,.
chr1,11063929,11067119,chr1,11069017,11072293,1037,1e-10,.,.
chr1,11068207,11070674,chr1,11079665,11083047,1038,1e-10,.,.
chr1,11080576,11084074,chr1,11093813,11097829,1041,1e-10,.,.
chr1,11086533,11090147,chr1,11091975,11099895,1042,1e-10,.,.
chr1,11105814,11108608,chr1,11116194,11118185,1043,1e-10,.,.
chr1,11128479,11132943,chr1,11134013,11137137,1045,1e-10,.,.
chr1,11148400,11151645,chr1,11177074,11180703,1047,1e-10,.,.
chr1,11156922,11159795,chr1,11167559,11169905,1049,1e-10,.,.
chr1,11175566,11178216,chr1,11181268,11185269,1051,1e-10,.,.
chr1,11187105,11190848,chr1,11196887,11199672,1052,1e-10,.,.
chr1,11188047,11191810,chr1,11242713,11245751,1053,1e-10,.,.
chr1,11199822,11203474,chr1,11206780,11211775,1054,1e-10,.,.
chr1,11216363,11220929,chr1,11244873,11247105,1057,1e-10,.,.
chr1,11219579,11225322,chr1,11229016,11233117,1058,1e-10,.,.
chr1,11231966,11235281,chr1,11254009,11257711,1060,1e-10,.,.
chr1,11237606,11247138,chr1,11253083,11259051,1061,1e-10,.,.
chr1,11243255,11245462,chr1,11889430,11892002,1063,1.07e-05,.,.
