chrom1,start1,end1,chrom2,start2,end2,name,score,strand1,strand2,samplenumber
chr9,130974183,130986814,chr9,131184879,131196735,,2.99992392552641,.,.,1
chr13,112390743,112394445,chr13,112536216,112544479,,2.99487451063677,.,.,1
chr6,74134768,74155788,chr6,74264088,74264737,,2.98403852571077,.,.,1
chr1,149424685,149437817,chr1,149642521,149645203,,2.98153567720051,.,.,1
chr6,41657043,41667359,chr6,41569190,41572511,,2.97987277461186,.,.,1
chr1,149694450,149700934,chr1,149709654,149713793,,2.97935955167423,.,.,1
chr6,41755186,41769245,chr6,41489489,41492951,,2.97800297014047,.,.,1
chr1,149782709,149801791,chr1,149713793,149718965,,2.97466626864928,.,.,1
chr14,53193873,53201618,chr14,53405050,53412764,,2.97325620808885,.,.,1
chr6,132218540,132222065,chr6,132274273,132285040,,2.97264767254195,.,.,1
chr15,41579781,41590166,chr15,41613076,41621542,,2.97173786970782,.,.,1
chr1,149782709,149801791,chr1,149625281,149634867,,2.96822824342067,.,.,1
chr11,64246362,64255821,chr11,64033514,64039146,,2.96614624013763,.,.,1
chr9,130890356,130908519,chr9,131084153,131094112,,2.96119090821936,.,.,1
chr5,56301477,56303901,chr5,56322575,56324585,,2.9569449213614,.,.,1
chr14,53183621,53185510,chr14,52947076,52949351,,2.95387178138423,.,.,1
chr9,130791423,130808285,chr9,130871803,130882515,,2.95286191324351,.,.,1
chr13,112396810,112408064,chr13,112422670,112427915,,2.95247535497461,.,.,1
chr15,41711734,41718116,chr15,41788937,41802339,,2.94995926571138,.,.,1
chr6,74119688,74132767,chr6,74015580,74025379,,2.94369464879972,.,.,1
chr11,63964186,63973254,chr11,64217046,64221464,,2.91636222240519,.,.,1
chr1,149447339,149466614,chr1,149591317,149596572,,2.91391517720024,.,.,1
chr9,130974183,130986814,chr9,131061109,131063808,,2.91218299620186,.,.,1
chr6,132311348,132323867,chr6,132476670,132479802,,2.91140249323869,.,.,1
chr18,59689793,59690128,chr18,59686532,59689793,,2.9072160239959,.,.,1
chr6,41774431,41784463,chr6,41459562,41462617,,2.9061030679129,.,.,1
chr11,64172456,64183193,chr11,64024919,64025211,,2.90524292816185,.,.,1
chr2,220195899,220212153,chr2,220278293,220281516,,2.90202555081366,.,.,1
chr6,132311348,132323867,chr6,132426134,132428638,,2.90012972628772,.,.,1
chr1,149678247,149693499,chr1,149734667,149739891,,2.88999321613157,.,.,1
chr20,33484989,33492365,chr20,33390613,33393477,,2.88784406160923,.,.,1
chr13,112342758,112353234,chr13,112550960,112551768,,2.88263493569584,.,.,1
chr14,52964017,52967438,chr14,52947076,52949351,,2.87679915324951,.,.,1
chr1,149678247,149693499,chr1,149820029,149821383,,2.87285655285198,.,.,1
chr2,118465605,118472030,chr2,118303558,118311555,,2.86938075059993,.,.,1
chr6,132311348,132323867,chr6,132501098,132513246,,2.86185843818415,.,.,1
chr2,234237637,234259725,chr2,234482171,234483694,,2.86113281487917,.,.,1
chr9,130813169,130836307,chr9,131113402,131125520,,2.85820693292307,.,.,1
chr2,220162140,220195899,chr2,220296225,220302143,,2.85059459198435,.,.,1
chr4,118538853,118539359,chr4,118532448,118534456,,2.84482816767655,.,.,1
chr15,41579781,41590166,chr15,41524996,41529352,,2.84308250848551,.,.,1
chr6,132311348,132323867,chr6,132246562,132257807,,2.84123118911112,.,.,1
chr1,149424685,149437817,chr1,149625281,149634867,,2.83444422081024,.,.,1
chr14,52984932,52994096,chr14,53251887,53255227,,2.82550838298548,.,.,1
chr9,130890356,130908519,chr9,131160202,131175769,,2.82337081650702,.,.,1
chr20,33626091,33645939,chr20,33696965,33701252,,2.82069710356414,.,.,1
chr1,149782709,149801791,chr1,149808822,149813051,,2.81521764028451,.,.,1
chr14,52977366,52981635,chr14,53437572,53442834,,2.81487274671126,.,.,1
chr1,149885374,149903150,chr1,149709654,149713793,,2.81485950067901,.,.,1
chr14,52984932,52994096,chr14,53137977,53139833,,2.81259218764407,.,.,1
chr11,64280463,64287561,chr11,64105756,64110108,,2.8024622964366,.,.,1
chr6,41794736,41823688,chr6,41508408,41519452,,2.80244102628721,.,.,1
chr6,132218540,132222065,chr6,132327712,132338041,,2.7948133090176,.,.,1
chr14,53391039,53395325,chr14,53405050,53412764,,2.78943833303371,.,.,1
chr6,41774431,41784463,chr6,41538912,41548252,,2.78314948931474,.,.,1
chr6,132687949,132689167,chr6,132274273,132285040,,2.78103551639144,.,.,1
chr11,64183226,64194305,chr11,64048807,64052658,,2.76874030258335,.,.,1
chr20,33458206,33471290,chr20,33492365,33500088,,2.76081070040626,.,.,1
chr1,149678247,149693499,chr1,149728383,149734667,,2.76053494228091,.,.,1
chr14,53079320,53087013,chr14,53437572,53442834,,2.75986730874895,.,.,1
chr6,41640209,41641921,chr6,41632571,41634996,,2.75763309214449,.,.,1
chr2,51598771,51607737,chr2,51897128,51897413,,2.75550228961041,.,.,1
chr21,39474936,39479061,chr21,39623969,39634689,,2.7526847055806,.,.,1
chrX,122922424,122924506,chrX,122792973,122812731,,2.74300348676771,.,.,1
chr20,33731258,33749804,chr20,33583765,33587426,,2.74071933596987,.,.,1
chr20,33332147,33351940,chr20,33381601,33390613,,2.73544746819328,.,.,1
chr2,234331714,234336757,chr2,234159135,234160343,,2.73489084447359,.,.,1
chr14,53037837,53038531,chr14,53405050,53412764,,2.73404954608034,.,.,1
chr6,132224305,132233376,chr6,132592206,132598269,,2.72677514254513,.,.,1
chr1,149763061,149776312,chr1,149713793,149718965,,2.72336702380924,.,.,1
chr6,132687949,132689167,chr6,132483164,132493134,,2.72321132515685,.,.,1
chr6,41657043,41667359,chr6,41537734,41538912,,2.72256872923953,.,.,1
chr15,41579781,41590166,chr15,41558077,41569409,,2.72012496574833,.,.,1
chr20,33657759,33672876,chr20,33696965,33701252,,2.7163118649838,.,.,1
chr1,149763061,149776312,chr1,149813051,149820029,,2.71433614134276,.,.,1
chr6,41755186,41769245,chr6,41524415,41531872,,2.71423742215721,.,.,1
chr11,64280463,64287561,chr11,64388223,64399221,,2.71082843772948,.,.,1
chrX,122922424,122924506,chrX,122750587,122777704,,2.7094842549144,.,.,1
chr1,149521008,149535027,chr1,149832415,149842393,,2.7007926241643,.,.,1
chr14,52984932,52994096,chr14,53004256,53010159,,2.70038352255199,.,.,1
chr6,132311348,132323867,chr6,132285040,132298942,,2.70019546942707,.,.,1
chr1,149782709,149801791,chr1,149669018,149678247,,2.69869438606182,.,.,1
chr6,41774431,41784463,chr6,41429348,41435903,,2.69755379147191,.,.,1
chr6,41755186,41769245,chr6,41456543,41459228,,2.69540419151766,.,.,1
chr14,53100096,53103777,chr14,52947076,52949351,,2.68973082157741,.,.,1
chr1,149447339,149466614,chr1,149625281,149634867,,2.68762497252813,.,.,1
chr6,132687949,132689167,chr6,132358873,132359673,,2.68279973893245,.,.,1
chr14,53048828,53052200,chr14,53329036,53332482,,2.67854740647742,.,.,1
chr1,149599808,149616891,chr1,149642521,149645203,,2.67635621646838,.,.,1
chr21,39670720,39674411,chr21,39734682,39737351,,2.67458981076497,.,.,1
chr14,52977366,52981635,chr14,53251887,53255227,,2.67457526797094,.,.,1
chr15,41579781,41590166,chr15,41862281,41866027,,2.67371723026837,.,.,1
chr2,51966168,51970541,chr2,51517721,51527793,,2.67200408847375,.,.,1
chr5,56144129,56153112,chr5,56190056,56201313,,2.6633571565209,.,.,1
chr5,141975460,141983447,chr5,141991851,141994418,,2.65996468624147,.,.,1
chrX,123053153,123056255,chrX,122691155,122693712,,2.65384594717303,.,.,1
chr5,142327659,142329253,chr5,142320766,142322419,,2.65304400219243,.,.,1
chr11,64257815,64274437,chr11,64105756,64110108,,2.64837995289344,.,.,1
chr1,149885374,149903150,chr1,149728383,149734667,,2.64782665983464,.,.,1
chr13,112792148,112801701,chr13,112467489,112476632,,2.64607748680014,.,.,1
chr9,130974183,130986814,chr9,131151716,131160202,,2.63927351091239,.,.,1
chr9,130791423,130808285,chr9,130960432,130966236,,2.63037594654321,.,.,1
chr2,220195899,220212153,chr2,220249685,220255433,,2.62744921325196,.,.,1
chr20,33510824,33517733,chr20,33708529,33712713,,2.62175581276302,.,.,1
chr14,53100096,53103777,chr14,53405050,53412764,,2.61995504958203,.,.,1
chr9,130908519,130917337,chr9,131184879,131196735,,2.61814146846761,.,.,1
chr6,74119688,74132767,chr6,74255478,74258949,,2.61310639861057,.,.,1
chr2,118472030,118477333,chr2,118255994,118261353,,2.60204277941402,.,.,1
chr5,55937500,55937884,chr5,55936112,55937500,,2.59903242213619,.,.,1
chr1,149447339,149466614,chr1,149619018,149620188,,2.59879644851445,.,.,1
chr4,118718881,118727067,chr4,118779287,118785706,,2.59714373238393,.,.,1
chr14,52996456,53004256,chr14,53405050,53412764,,2.5970998011283,.,.,1
chr6,74217113,74241547,chr6,73911807,73914194,,2.58957029344168,.,.,1
chr20,33484989,33492365,chr20,33369416,33371995,,2.58909642863618,.,.,1
chr21,39670720,39674411,chr21,39448864,39456165,,2.58367260268204,.,.,1
chr11,64257815,64274437,chr11,63953996,63962978,,2.582379147708,.,.,1
chr20,33749804,33753415,chr20,33646761,33649167,,2.58214621361333,.,.,1
chr13,112390743,112394445,chr13,112432277,112443091,,2.581415158632,.,.,1
chr20,33756338,33764000,chr20,33646761,33649167,,2.57049794959277,.,.,1
chr6,132224305,132233376,chr6,132385854,132390729,,2.57015328499742,.,.,1
chr9,130941363,130958642,chr9,131184879,131196735,,2.5684692012721,.,.,1
chr2,51897413,51903329,chr2,51903329,51903877,,2.56598468564979,.,.,1
chr2,220195899,220212153,chr2,220239288,220241350,,2.54734577577084,.,.,1
chr9,130813169,130836307,chr9,131027946,131035474,,2.54560866783716,.,.,1
chr9,130908519,130917337,chr9,131137840,131145300,,2.54499267490127,.,.,1
chr6,132311348,132323867,chr6,132390729,132399764,,2.54490181418985,.,.,1
chr6,132311348,132323867,chr6,132415562,132425190,,2.54409255158195,.,.,1
chr21,39679021,39686248,chr21,39617478,39623969,,2.54325549813602,.,.,1
chr13,112484688,112493413,chr13,112428318,112432277,,2.5395575437161,.,.,1
chr20,33727235,33731258,chr20,33537562,33540915,,2.53779779912075,.,.,1
chr11,64183226,64194305,chr11,63973254,63975250,,2.53400328156683,.,.,1
chr15,41590166,41594198,chr15,41524996,41529352,,2.52967111017203,.,.,1
chr2,220073765,220079739,chr2,220107678,220113964,,2.51187378858634,.,.,1
chr6,41640209,41641921,chr6,41519452,41524415,,2.50239540959742,.,.,1
chrX,123053153,123056255,chrX,123030789,123034872,,2.49240254979589,.,.,1
chr11,63964186,63973254,chr11,64033514,64039146,,2.49239299445113,.,.,1
chr16,25803896,25806187,chr16,26095049,26100472,,2.4913885189556,.,.,1
chr6,73983752,73995451,chr6,74057025,74068921,,2.49131403128934,.,.,1
chr13,112390743,112394445,chr13,112570702,112571629,,2.48463209840709,.,.,1
chr11,64280463,64287561,chr11,64064464,64068878,,2.47772112919012,.,.,1
chr11,64113009,64151612,chr11,63953996,63962978,,2.47592035451007,.,.,1
chr8,119277658,119280537,chr8,119290263,119293102,,2.4755593082339,.,.,1
chr6,132311348,132323867,chr6,132374815,132377430,,2.47292357319195,.,.,1
chr1,149537488,149549702,chr1,149625281,149634867,,2.46829218135826,.,.,1
chr14,53183621,53185510,chr14,53251887,53255227,,2.46145093409615,.,.,1
chr5,141975460,141983447,chr5,142250800,142253762,,2.45756961619654,.,.,1
chr5,141975460,141983447,chr5,141959679,141962302,,2.45481010402958,.,.,1
chr6,132218540,132222065,chr6,132483164,132493134,,2.4529934239633,.,.,1
chrX,122924506,122931666,chrX,122629771,122634983,,2.44937752921475,.,.,1
chr6,41794736,41823688,chr6,41429348,41435903,,2.44218182356277,.,.,1
chr6,74156707,74169611,chr6,74282199,74283483,,2.43417954647627,.,.,1
chr10,55619110,55626840,chr10,55197199,55205414,,2.42961979677577,.,.,1
chr12,39079774,39098606,chr12,38929205,38937254,,2.42738327172161,.,.,1
chrX,122815150,122823467,chrX,122892007,122898324,,2.42701529041489,.,.,1
chr1,149678247,149693499,chr1,149739948,149742663,,2.42485126986938,.,.,1
chr21,39679021,39686248,chr21,39479061,39481715,,2.42483814091471,.,.,1
chr5,56214346,56222026,chr5,56190056,56201313,,2.4248127917716,.,.,1
chr6,132311348,132323867,chr6,132425190,132426134,,2.41817887875398,.,.,1
chr9,130908519,130917337,chr9,130871803,130882515,,2.41230229232742,.,.,1
chr15,41569409,41573285,chr15,41788937,41802339,,2.41151272809156,.,.,1
chr11,64113009,64151612,chr11,64048807,64052658,,2.41129936911652,.,.,1
chr6,74156707,74169611,chr6,74002811,74012495,,2.41119295710801,.,.,1
chr11,64172456,64183193,chr11,63952645,63953996,,2.40865983946982,.,.,1
chr15,41590166,41594198,chr15,41537554,41550921,,2.40651507712824,.,.,1
chr14,53132412,53137977,chr14,53384982,53391039,,2.40117912335756,.,.,1
chr20,33657759,33672876,chr20,33695118,33695857,,2.39004370983814,.,.,1
chr18,59590697,59595013,chr18,59438660,59440066,,2.38400259359081,.,.,1
chr6,41641921,41647390,chr6,41519452,41524415,,2.37731593427642,.,.,1
chr2,220195899,220212153,chr2,220392127,220397952,,2.36272281428226,.,.,1
chr13,112342758,112353234,chr13,112590823,112594321,,2.35906167316183,.,.,1
chr6,74134768,74155788,chr6,74183576,74185501,,2.35887856611137,.,.,1
chr9,130935563,130941363,chr9,131125520,131126634,,2.35325615147163,.,.,1
chr6,74156707,74169611,chr6,73911807,73914194,,2.33732978928274,.,.,1
chr9,130974183,130986814,chr9,131079404,131084153,,2.33460851284941,.,.,1
chr14,52984932,52994096,chr14,53426559,53428334,,2.33245357623694,.,.,1
chr13,112551768,112561564,chr13,112372266,112376032,,2.3270744218768,.,.,1
chr14,53346723,53347192,chr14,53344833,53346723,,2.32394285787808,.,.,1
chr13,112734690,112762651,chr13,112777978,112782804,,2.31600733478089,.,.,1
chr15,41868178,41876403,chr15,41524996,41529352,,2.31533504688278,.,.,1
chr15,41821640,41829551,chr15,41524996,41529352,,2.31504954671267,.,.,1
chr13,112782804,112792148,chr13,112833902,112834176,,2.31329231902299,.,.,1
chr20,33304929,33307586,chr20,33500088,33504130,,2.31018713167763,.,.,1
chr2,220073765,220079739,chr2,220256063,220261160,,2.30589151660832,.,.,1
chr6,41774431,41784463,chr6,41489489,41492951,,2.29676224327545,.,.,1
chr20,33358672,33369416,chr20,33381601,33390613,,2.29077069569856,.,.,1
chr6,74134768,74155788,chr6,74110207,74113260,,2.2894083363423,.,.,1
chr6,41755186,41769245,chr6,41564321,41569190,,2.28687035535826,.,.,1
chr5,142057237,142058592,chr5,142017242,142025421,,2.2849846176734,.,.,1
chr1,149599808,149616891,chr1,149832415,149842393,,2.28100655591062,.,.,1
chr13,112792148,112801701,chr13,112416982,112417513,,2.27908471641467,.,.,1
chr16,60857748,60863902,chr16,60863902,60864738,,2.27838171412541,.,.,1
chr6,41755186,41769245,chr6,41459562,41462617,,2.27696130986944,.,.,1
chr20,33731258,33749804,chr20,33549923,33559185,,2.27368445460268,.,.,1
chr2,220079739,220091842,chr2,220256063,220261160,,2.26985411025445,.,.,1
chr6,132683540,132687949,chr6,132285040,132298942,,2.26459379091137,.,.,1
chr11,64280463,64287561,chr11,64024919,64025211,,2.25989416503428,.,.,1
chr1,149782709,149801791,chr1,149803669,149804030,,2.25400587195892,.,.,1
chr15,41595107,41599823,chr15,41613076,41621542,,2.25217949612291,.,.,1
chr1,149779061,149782709,chr1,149801791,149803669,,2.24303316728256,.,.,1
chr20,33483477,33484989,chr20,33390613,33393477,,2.23001159386572,.,.,1
chr1,149763061,149776312,chr1,149669018,149678247,,2.22877252314094,.,.,1
chr2,118465605,118472030,chr2,118311555,118313865,,2.22395073010477,.,.,1
chr20,33727235,33731258,chr20,33527136,33529869,,2.21771989195573,.,.,1
chr6,74156707,74169611,chr6,74183576,74185501,,2.21689750654585,.,.,1
chr1,149521008,149535027,chr1,149813051,149820029,,2.21607783741498,.,.,1
chr21,39679021,39686248,chr21,39536457,39541785,,2.21451531999258,.,.,1
chr6,74156707,74169611,chr6,74110207,74113260,,2.21160104278986,.,.,1
chr11,64301402,64315786,chr11,63983051,63989789,,2.19381148118824,.,.,1
chrX,122815150,122823467,chrX,122898358,122908567,,2.1695283735063,.,.,1
chr11,64159283,64172456,chr11,63944301,63945647,,2.16784425364652,.,.,1
chr4,118692973,118694276,chr4,118691062,118692777,,2.1486049968578,.,.,1
chr1,149885374,149903150,chr1,149700934,149703441,,2.14849672002326,.,.,1
chr14,53056847,53058445,chr14,52947076,52949351,,2.14609540494615,.,.,1
chr6,74217113,74241547,chr6,74255478,74258949,,2.1412468148991,.,.,1
chr13,112390743,112394445,chr13,112443091,112446063,,2.13719701899213,.,.,1
chr20,33357341,33358672,chr20,33369416,33371995,,2.13483516270124,.,.,1
chr20,33657759,33672876,chr20,33314702,33332147,,2.13076689595163,.,.,1
chrX,122924506,122931666,chrX,123044851,123053153,,2.12229681241312,.,.,1
chr1,149694450,149700934,chr1,149832415,149842393,,2.11688715455249,.,.,1
chr20,33727235,33731258,chr20,33500088,33504130,,2.11101698696895,.,.,1
chr2,51887964,51897128,chr2,51608629,51618243,,2.09600966804955,.,.,1
chr2,220015438,220017284,chr2,220107678,220113964,,2.08699178094414,.,.,1
chr14,53105219,53106857,chr14,53405050,53412764,,2.07292857307429,.,.,1
chr1,149537488,149549702,chr1,149591317,149596572,,2.06321722347962,.,.,1
chr9,130941363,130958642,chr9,130752939,130760999,,2.0446108684897,.,.,1
chr6,132218540,132222065,chr6,132415562,132425190,,2.04160908650568,.,.,1
chr1,149694450,149700934,chr1,149813051,149820029,,2.03988991979553,.,.,1
chr1,149763061,149776312,chr1,149820029,149821383,,2.02839432920754,.,.,1
chr1,149513274,149521008,chr1,149820029,149821383,,2.02469458744376,.,.,1
chr20,33358672,33369416,chr20,33708529,33712713,,2.01256707864248,.,.,1
chr6,74217113,74241547,chr6,74034871,74043364,,2.00683441013516,.,.,1
chr1,149782709,149801791,chr1,149700934,149703441,,2.00534187445729,.,.,1
chr13,112396810,112408064,chr13,112612436,112615712,,2.00262454413645,.,.,1
chr6,41641921,41647390,chr6,41648807,41649243,,2.00084250074506,.,.,1
chr9,130908519,130917337,chr9,131151716,131160202,,1.97817787768931,.,.,1
chr6,41794736,41823688,chr6,41459562,41462617,,1.96559921342048,.,.,1
chr1,149537488,149549702,chr1,149437817,149445213,,1.95733788494153,.,.,1
chrX,122924506,122931666,chrX,122710473,122711384,,1.95476805897399,.,.,1
chr11,64294902,64299631,chr11,64068878,64079209,,1.94602526561593,.,.,1
chr14,53317091,53322392,chr14,53405050,53412764,,1.93481892117078,.,.,1
chr14,52964017,52967438,chr14,53347192,53349576,,1.9322504684604,.,.,1
chr1,149537488,149549702,chr1,149813051,149820029,,1.86919986550864,.,.,1
chr5,131374128,131376737,chr5,132171030,132173135,,83.8157420640364,.,.,1
chr22,30328728,30341472,chr22,31572943,31577041,,73.1662105789903,.,.,1
chr21,33842737,33849433,chr21,33869167,33871623,,41.2526938960047,.,.,1
chr7,116221965,116241644,chr7,115598282,115604576,,22.6570202838982,.,.,1
chr22,30328728,30341472,chr22,31267912,31271862,,19.9576820539511,.,.,1
chr22,30342966,30373914,chr22,30266958,30288600,,19.5328613597773,.,.,1
chrX,153408517,153424877,chrX,153267522,153278853,,19.2938593049657,.,.,1
chr7,126520526,126524721,chr7,125935921,125937259,,19.2683355768231,.,.,1
chr5,131374128,131376737,chr5,132173135,132174134,,17.8180949154101,.,.,1
chr22,30668420,30672898,chr22,30391138,30394448,,17.8084556791336,.,.,1
chr7,126667740,126673138,chr7,125990352,125995199,,16.8508582733986,.,.,1
